Genre,imdbID,Language,Title,Released
Science Fiction,tt0112682,fr,La Cité des Enfants Perdus,1995-08-17
Adventure,tt0112682,fr,La Cité des Enfants Perdus,1995-08-17
Crime,tt0061512,en,Cool Hand Luke,1967-06-22
Drama,tt0061512,en,Cool Hand Luke,1967-06-22
Comedy,tt0006102,de,Der Stolz der Firma,1914-04-30
Drama,tt0006102,de,Der Stolz der Firma,1914-04-30
Drama,tt0018737,de,Die Büchse der Pandora,1929-01-30
Romance,tt0018737,de,Die Büchse der Pandora,1929-01-30
Crime,tt0018737,de,Die Büchse der Pandora,1929-01-30
Comedy,tt0020842,de,Die Drei von der Tankstelle,1930-09-15
Drama,tt0020842,de,Die Drei von der Tankstelle,1930-09-15
Drama,tt0059113,en,Doctor Zhivago,1965-12-22
Romance,tt0059113,en,Doctor Zhivago,1965-12-22
War,tt0059113,en,Doctor Zhivago,1965-12-22
Romance,tt0446460,nl,Het Schnitzelparadijs,2005-09-08
Comedy,tt0446460,nl,Het Schnitzelparadijs,2005-09-08
Comedy,tt0037059,en,Meet Me in St. Louis,1944-11-28
Drama,tt0037059,en,Meet Me in St. Louis,1944-11-28
Romance,tt0037059,en,Meet Me in St. Louis,1944-11-28
Family,tt0037059,en,Meet Me in St. Louis,1944-11-28
Crime,tt0038355,en,The Big Sleep,1946-08-23
Mystery,tt0038355,en,The Big Sleep,1946-08-23
Romance,tt0038355,en,The Big Sleep,1946-08-23
Comedy,tt0032234,en,The Bank Dick,1940-11-29
Crime,tt0063688,en,The Thomas Crown Affair,1968-06-26
Drama,tt0063688,en,The Thomas Crown Affair,1968-06-26
Romance,tt0063688,en,The Thomas Crown Affair,1968-06-26
Thriller,tt0063688,en,The Thomas Crown Affair,1968-06-26
Drama,tt0155267,en,The Thomas Crown Affair,1999-08-06
Crime,tt0155267,en,The Thomas Crown Affair,1999-08-06
Romance,tt0155267,en,The Thomas Crown Affair,1999-08-06
Comedy,tt0032553,en,The Great Dictator,1940-10-15
War,tt0032553,en,The Great Dictator,1940-10-15
Action,tt0062765,en,Bullitt,1968-10-17
Crime,tt0062765,en,Bullitt,1968-10-17
Drama,tt0062765,en,Bullitt,1968-10-17
Thriller,tt0062765,en,Bullitt,1968-10-17
Drama,tt0050188,hi,मदर इण्डिया,1957-02-13
Comedy,tt0092666,en,Blind Date,1987-03-27
Romance,tt0092666,en,Blind Date,1987-03-27
Animation,tt0275230,ja,Blood: The Last Vampire,2000-11-18
Fantasy,tt0275230,ja,Blood: The Last Vampire,2000-11-18
Horror,tt0275230,ja,Blood: The Last Vampire,2000-11-18
Animation,tt0317219,en,Cars,2006-06-08
Adventure,tt0317219,en,Cars,2006-06-08
Comedy,tt0317219,en,Cars,2006-06-08
Family,tt0317219,en,Cars,2006-06-08
Romance,tt0352248,en,Cinderella Man,2005-06-02
Drama,tt0352248,en,Cinderella Man,2005-06-02
History,tt0352248,en,Cinderella Man,2005-06-02
Drama,tt0112817,en,Dead Man,1995-12-23
Fantasy,tt0112817,en,Dead Man,1995-12-23
Western,tt0112817,en,Dead Man,1995-12-23
Horror,tt0077402,en,Dawn of the Dead,1978-09-02
Horror,tt0363547,en,Dawn of the Dead,2004-03-19
Action,tt0363547,en,Dawn of the Dead,2004-03-19
Drama,tt0097216,en,Do the Right Thing,1989-06-14
Comedy,tt0177789,en,Galaxy Quest,1999-12-25
Science Fiction,tt0177789,en,Galaxy Quest,1999-12-25
Adventure,tt0177789,en,Galaxy Quest,1999-12-25
Fantasy,tt0087363,en,Gremlins,1984-06-07
Horror,tt0087363,en,Gremlins,1984-06-07
Comedy,tt0087363,en,Gremlins,1984-06-07
Comedy,tt0099700,en,Gremlins 2: The New Batch,1990-06-15
Horror,tt0099700,en,Gremlins 2: The New Batch,1990-06-15
Fantasy,tt0099700,en,Gremlins 2: The New Batch,1990-06-15
Science Fiction,tt0120685,en,Godzilla,1998-05-20
Action,tt0120685,en,Godzilla,1998-05-20
Thriller,tt0120685,en,Godzilla,1998-05-20
Drama,tt0034815,de,Die große Liebe,1942-06-12
Romance,tt0034815,de,Die große Liebe,1942-06-12
Thriller,tt0069995,en,Don't Look Now,1973-01-18
Drama,tt0069995,en,Don't Look Now,1973-01-18
Horror,tt0069995,en,Don't Look Now,1973-01-18
Drama,tt0038769,de,Die Mörder sind unter uns,1946-10-15
Romance,tt0038769,de,Die Mörder sind unter uns,1946-10-15
Thriller,tt0038769,de,Die Mörder sind unter uns,1946-10-15
War,tt0038769,de,Die Mörder sind unter uns,1946-10-15
Comedy,tt0061756,de,Heißer Sommer,1968-06-20
Music,tt0061756,de,Heißer Sommer,1968-06-20
Drama,tt0048021,fr,Du rififi chez les hommes,1955-04-13
Action,tt0048021,fr,Du rififi chez les hommes,1955-04-13
Crime,tt0048021,fr,Du rififi chez les hommes,1955-04-13
Drama,tt0057012,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29
Comedy,tt0057012,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29
War,tt0057012,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29
Comedy,tt0057413,en,The Pink Panther,1963-12-18
Crime,tt0057413,en,The Pink Panther,1963-12-18
Western,tt0059578,it,Per qualche dollaro in più,1965-12-18
Drama,tt0018037,en,The Jazz Singer,1927-10-06
Music,tt0018037,en,The Jazz Singer,1927-10-06
Mystery,tt0030341,en,The Lady Vanishes,1938-10-07
Thriller,tt0030341,en,The Lady Vanishes,1938-10-07
Comedy,tt0030341,en,The Lady Vanishes,1938-10-07
Adventure,tt0093409,en,Lethal Weapon,1987-03-06
Action,tt0093409,en,Lethal Weapon,1987-03-06
Comedy,tt0093409,en,Lethal Weapon,1987-03-06
Thriller,tt0093409,en,Lethal Weapon,1987-03-06
Crime,tt0093409,en,Lethal Weapon,1987-03-06
Action,tt0097733,en,Lethal Weapon 2,1989-07-07
Adventure,tt0097733,en,Lethal Weapon 2,1989-07-07
Comedy,tt0097733,en,Lethal Weapon 2,1989-07-07
Crime,tt0097733,en,Lethal Weapon 2,1989-07-07
Thriller,tt0097733,en,Lethal Weapon 2,1989-07-07
Adventure,tt0104714,en,Lethal Weapon 3,1992-05-15
Action,tt0104714,en,Lethal Weapon 3,1992-05-15
Comedy,tt0104714,en,Lethal Weapon 3,1992-05-15
Thriller,tt0104714,en,Lethal Weapon 3,1992-05-15
Crime,tt0104714,en,Lethal Weapon 3,1992-05-15
Action,tt0122151,en,Lethal Weapon 4,1998-07-10
Adventure,tt0122151,en,Lethal Weapon 4,1998-07-10
Comedy,tt0122151,en,Lethal Weapon 4,1998-07-10
Crime,tt0122151,en,Lethal Weapon 4,1998-07-10
Thriller,tt0122151,en,Lethal Weapon 4,1998-07-10
Drama,tt0040536,en,Letter from an Unknown Woman,1948-04-28
Romance,tt0040536,en,Letter from an Unknown Woman,1948-04-28
Adventure,tt0056172,en,Lawrence of Arabia,1962-12-11
Drama,tt0056172,en,Lawrence of Arabia,1962-12-11
History,tt0056172,en,Lawrence of Arabia,1962-12-11
War,tt0056172,en,Lawrence of Arabia,1962-12-11
Horror,tt0077651,en,Halloween,1978-10-24
Thriller,tt0077651,en,Halloween,1978-10-24
Action,tt0113277,en,Heat,1995-12-15
Crime,tt0113277,en,Heat,1995-12-15
Drama,tt0113277,en,Heat,1995-12-15
Thriller,tt0113277,en,Heat,1995-12-15
Animation,tt0438097,en,Ice Age: The Meltdown,2006-03-29
Family,tt0438097,en,Ice Age: The Meltdown,2006-03-29
Comedy,tt0438097,en,Ice Age: The Meltdown,2006-03-29
Adventure,tt0438097,en,Ice Age: The Meltdown,2006-03-29
Comedy,tt0099938,en,Kindergarten Cop,1990-12-21
Family,tt0351283,en,Madagascar,2005-05-25
Animation,tt0351283,en,Madagascar,2005-05-25
Adventure,tt0351283,en,Madagascar,2005-05-25
Comedy,tt0351283,en,Madagascar,2005-05-25
Adventure,tt0117060,en,Mission: Impossible,1996-05-22
Action,tt0117060,en,Mission: Impossible,1996-05-22
Thriller,tt0117060,en,Mission: Impossible,1996-05-22
Adventure,tt0120755,en,Mission: Impossible II,2000-05-24
Action,tt0120755,en,Mission: Impossible II,2000-05-24
Thriller,tt0120755,en,Mission: Impossible II,2000-05-24
Adventure,tt0317919,en,Mission: Impossible III,2006-04-25
Action,tt0317919,en,Mission: Impossible III,2006-04-25
Thriller,tt0317919,en,Mission: Impossible III,2006-04-25
Comedy,tt0094012,en,Spaceballs,1987-06-24
Science Fiction,tt0094012,en,Spaceballs,1987-06-24
Comedy,tt0017925,en,The General,1926-12-25
War,tt0017925,en,The General,1926-12-25
Adventure,tt0015864,en,The Gold Rush,1925-07-12
Comedy,tt0015864,en,The Gold Rush,1925-07-12
Drama,tt0015864,en,The Gold Rush,1925-07-12
Mystery,tt0033870,en,The Maltese Falcon,1941-10-18
Crime,tt0033870,en,The Maltese Falcon,1941-10-18
Thriller,tt0033870,en,The Maltese Falcon,1941-10-18
Drama,tt0016220,en,The Phantom of the Opera,1925-09-22
Horror,tt0016220,en,The Phantom of the Opera,1925-09-22
Drama,tt0035015,en,The Magnificent Ambersons,1942-07-10
Romance,tt0035015,en,The Magnificent Ambersons,1942-07-10
History,tt0035015,en,The Magnificent Ambersons,1942-07-10
Western,tt0054047,en,The Magnificent Seven,1960-10-12
Action,tt0054047,en,The Magnificent Seven,1960-10-12
Adventure,tt0054047,en,The Magnificent Seven,1960-10-12
History,tt0054331,en,Spartacus,1960-10-13
War,tt0054331,en,Spartacus,1960-10-13
Drama,tt0054331,en,Spartacus,1960-10-13
Adventure,tt0054331,en,Spartacus,1960-10-13
Crime,tt0072890,en,Dog Day Afternoon,1975-08-01
Drama,tt0072890,en,Dog Day Afternoon,1975-08-01
Thriller,tt0072890,en,Dog Day Afternoon,1975-08-01
Drama,tt0050825,en,Paths of Glory,1957-10-25
War,tt0050825,en,Paths of Glory,1957-10-25
Drama,tt0051036,en,Sweet Smell of Success,1957-07-04
Adventure,tt0022458,en,Tabu,1931-08-01
Drama,tt0022458,en,Tabu,1931-08-01
Romance,tt0022458,en,Tabu,1931-08-01
Adventure,tt0120102,en,Seven Years in Tibet,1997-09-12
Drama,tt0120102,en,Seven Years in Tibet,1997-09-12
History,tt0120102,en,Seven Years in Tibet,1997-09-12
Drama,tt0290673,fr,Irréversible,2002-05-22
Thriller,tt0290673,fr,Irréversible,2002-05-22
Crime,tt0290673,fr,Irréversible,2002-05-22
Mystery,tt0290673,fr,Irréversible,2002-05-22
Western,tt0036244,en,The Ox-Bow Incident,1943-03-11
Drama,tt0036244,en,The Ox-Bow Incident,1943-03-11
Comedy,tt0032904,en,The Philadelphia Story,1940-12-05
Romance,tt0032904,en,The Philadelphia Story,1940-12-05
Thriller,tt0056218,en,The Manchurian Candidate,1962-10-01
Drama,tt0056218,en,The Manchurian Candidate,1962-10-01
Mystery,tt0056218,en,The Manchurian Candidate,1962-10-01
Adventure,tt0073341,en,The Man Who Would Be King,1975-12-03
Drama,tt0073341,en,The Man Who Would Be King,1975-12-03
Action,tt0066999,en,Dirty Harry,1971-12-23
Crime,tt0066999,en,Dirty Harry,1971-12-23
Thriller,tt0066999,en,Dirty Harry,1971-12-23
Fantasy,tt0074486,en,Eraserhead,1977-03-19
Horror,tt0074486,en,Eraserhead,1977-03-19
Comedy,tt0059012,en,Campanadas a medianoche,1965-03-16
Drama,tt0059012,en,Campanadas a medianoche,1965-03-16
History,tt0059012,en,Campanadas a medianoche,1965-03-16
Comedy,tt0071524,en,The Front Page,1974-11-01
Drama,tt0078966,en,The China Syndrome,1979-03-16
Thriller,tt0078966,en,The China Syndrome,1979-03-16
Drama,tt0032811,en,The Mortal Storm,1940-06-20
Drama,tt0054997,en,The Hustler,1961-09-25
Romance,tt0054997,en,The Hustler,1961-09-25
Drama,tt0074851,en,The Man Who Fell to Earth,1976-03-18
Science Fiction,tt0074851,en,The Man Who Fell to Earth,1976-03-18
Action,tt0015324,en,Sherlock Jr.,1924-04-17
Comedy,tt0015324,en,Sherlock Jr.,1924-04-17
Mystery,tt0015324,en,Sherlock Jr.,1924-04-17
Mystery,tt0069281,en,Sleuth,1972-12-10
Thriller,tt0069281,en,Sleuth,1972-12-10
Crime,tt0069281,en,Sleuth,1972-12-10
Comedy,tt0069281,en,Sleuth,1972-12-10
Drama,tt0067800,en,Straw Dogs,1971-12-23
Thriller,tt0067800,en,Straw Dogs,1971-12-23
Western,tt0031971,en,Stagecoach,1939-03-03
Adventure,tt0031971,en,Stagecoach,1939-03-03
Drama,tt0031971,en,Stagecoach,1939-03-03
Crime,tt0036775,en,Double Indemnity,1944-06-14
Drama,tt0036775,en,Double Indemnity,1944-06-14
Mystery,tt0036775,en,Double Indemnity,1944-06-14
Thriller,tt0036775,en,Double Indemnity,1944-06-14
Thriller,tt0166924,en,Mulholland Drive,2001-06-06
Drama,tt0166924,en,Mulholland Drive,2001-06-06
Mystery,tt0166924,en,Mulholland Drive,2001-06-06
Drama,tt0418455,da,Adams æbler,2005-04-15
Comedy,tt0418455,da,Adams æbler,2005-04-15
Crime,tt0418455,da,Adams æbler,2005-04-15
Drama,tt0110005,en,Heavenly Creatures,1994-09-12
Fantasy,tt0110005,en,Heavenly Creatures,1994-09-12
Drama,tt0141824,de,Die Siebtelbauern,1998-06-19
Drama,tt0057091,it,Il gattopardo,1963-03-28
Drama,tt0108185,en,Sommersby,1993-02-05
Thriller,tt0108185,en,Sommersby,1993-02-05
Mystery,tt0108185,en,Sommersby,1993-02-05
Romance,tt0108185,en,Sommersby,1993-02-05
Comedy,tt0215369,zh,洗澡,1999-09-13
Drama,tt0215369,zh,洗澡,1999-09-13
Action,tt0067116,en,The French Connection,1971-10-09
Crime,tt0067116,en,The French Connection,1971-10-09
Thriller,tt0067116,en,The French Connection,1971-10-09
Drama,tt0060176,en,Blow-Up,1966-12-18
Mystery,tt0060176,en,Blow-Up,1966-12-18
Thriller,tt0060176,en,Blow-Up,1966-12-18
Romance,tt0085276,en,Breathless,1983-05-13
Drama,tt0085276,en,Breathless,1983-05-13
Action,tt0085276,en,Breathless,1983-05-13
Adventure,tt0051808,ja,隠し砦の三悪人,1958-12-28
Drama,tt0051808,ja,隠し砦の三悪人,1958-12-28
Action,tt0051808,ja,隠し砦の三悪人,1958-12-28
Comedy,tt0051808,ja,隠し砦の三悪人,1958-12-28
Crime,tt0137363,en,Arlington Road,1999-03-19
Drama,tt0137363,en,Arlington Road,1999-03-19
Thriller,tt0137363,en,Arlington Road,1999-03-19
Mystery,tt0137363,en,Arlington Road,1999-03-19
Comedy,tt0118843,sr,"Crna mačka, beli mačor",1998-06-01
Romance,tt0118843,sr,"Crna mačka, beli mačor",1998-06-01
Crime,tt0118843,sr,"Crna mačka, beli mačor",1998-06-01
Drama,tt0298228,en,Whale Rider,2003-01-30
Family,tt0298228,en,Whale Rider,2003-01-30
Action,tt0102685,en,Point Break,1991-01-31
Thriller,tt0102685,en,Point Break,1991-01-31
Crime,tt0102685,en,Point Break,1991-01-31
Thriller,tt0139809,en,The Thirteenth Floor,1999-04-16
Science Fiction,tt0139809,en,The Thirteenth Floor,1999-04-16
Mystery,tt0139809,en,The Thirteenth Floor,1999-04-16
Horror,tt0084787,en,The Thing,1982-06-25
Mystery,tt0084787,en,The Thing,1982-06-25
Science Fiction,tt0084787,en,The Thing,1982-06-25
Thriller,tt0041959,en,The Third Man,1949-08-31
Mystery,tt0041959,en,The Third Man,1949-08-31
Crime,tt0051378,fr,Ascenseur pour l'échafaud,1958-01-29
Drama,tt0051378,fr,Ascenseur pour l'échafaud,1958-01-29
Thriller,tt0051378,fr,Ascenseur pour l'échafaud,1958-01-29
Science Fiction,tt0082340,en,Escape from New York,1981-05-23
Action,tt0082340,en,Escape from New York,1981-05-23
Documentary,tt0373861,mn,Die Geschichte vom weinenden Kamel,2003-06-29
Drama,tt0373861,mn,Die Geschichte vom weinenden Kamel,2003-06-29
Drama,tt0419773,de,Gespenster,2005-09-15
Drama,tt0460989,en,The Wind That Shakes the Barley,2006-03-23
War,tt0460989,en,The Wind That Shakes the Barley,2006-03-23
Action,tt0437232,en,Catch a Fire,2006-10-27
Drama,tt0437232,en,Catch a Fire,2006-10-27
Thriller,tt0437232,en,Catch a Fire,2006-10-27
Drama,tt0482571,en,The Prestige,2006-10-19
Mystery,tt0482571,en,The Prestige,2006-10-19
Science Fiction,tt0482571,en,The Prestige,2006-10-19
Drama,tt0443489,en,Dreamgirls,2006-12-25
Music,tt0443489,en,Dreamgirls,2006-12-25
Drama,tt0385017,en,In My Father's Den,2004-10-07
Mystery,tt0385017,en,In My Father's Den,2004-10-07
Thriller,tt0385017,en,In My Father's Den,2004-10-07
Drama,tt0434292,es,Princesas,2005-09-02
Drama,tt0056241,en,The Miracle Worker,1962-05-23
Drama,tt0246786,en,The Miracle Worker,2000-11-12
TV Movie,tt0246786,en,The Miracle Worker,2000-11-12
Drama,tt0449467,en,Babel,2006-09-08
Drama,tt0436697,en,The Queen,2006-09-15
History,tt0436697,en,The Queen,2006-09-15
Thriller,tt0134119,en,The Talented Mr. Ripley,1999-12-25
Crime,tt0134119,en,The Talented Mr. Ripley,1999-12-25
Drama,tt0134119,en,The Talented Mr. Ripley,1999-12-25
Music,tt0764639,de,Das wilde Leben,2007-02-01
Drama,tt0764639,de,Das wilde Leben,2007-02-01
Comedy,tt0764639,de,Das wilde Leben,2007-02-01
Drama,tt0107943,en,The Remains of the Day,1993-11-05
Romance,tt0107943,en,The Remains of the Day,1993-11-05
Drama,tt0479143,en,Rocky Balboa,2006-12-20
Drama,tt0343737,en,The Good Shepherd,2006-12-11
Thriller,tt0343737,en,The Good Shepherd,2006-12-11
History,tt0343737,en,The Good Shepherd,2006-12-11
Crime,tt0367959,en,Hannibal Rising,2007-02-06
Drama,tt0367959,en,Hannibal Rising,2007-02-06
Thriller,tt0367959,en,Hannibal Rising,2007-02-06
Horror,tt0367959,en,Hannibal Rising,2007-02-06
Crime,tt0427969,en,Hollywoodland,2006-08-31
Drama,tt0427969,en,Hollywoodland,2006-08-31
Mystery,tt0427969,en,Hollywoodland,2006-08-31
Thriller,tt0427969,en,Hollywoodland,2006-08-31
Thriller,tt0259324,en,Ghost Rider,2007-01-15
Action,tt0259324,en,Ghost Rider,2007-01-15
Fantasy,tt0259324,en,Ghost Rider,2007-01-15
Action,tt0498380,en,Letters from Iwo Jima,2006-12-19
Drama,tt0498380,en,Letters from Iwo Jima,2006-12-19
War,tt0498380,en,Letters from Iwo Jima,2006-12-19
Drama,tt0441774,en,Lonely Hearts,2006-04-30
Thriller,tt0441774,en,Lonely Hearts,2006-04-30
Crime,tt0441774,en,Lonely Hearts,2006-04-30
Romance,tt0441774,en,Lonely Hearts,2006-04-30
Drama,tt0443456,en,Breaking and Entering,2006-12-15
Romance,tt0443456,en,Breaking and Entering,2006-12-15
Drama,tt0485241,fr,"Je vais bien, ne t'en fais pas",2006-09-06
Horror,tt0468492,ko,괴물,2006-07-27
Drama,tt0468492,ko,괴물,2006-07-27
Science Fiction,tt0468492,ko,괴물,2006-07-27
Horror,tt0808315,de,In 3 Tagen bist du tot,2006-07-21
Thriller,tt0808315,de,In 3 Tagen bist du tot,2006-07-21
Romance,tt0490084,en,Because I Said So,2007-02-02
Comedy,tt0490084,en,Because I Said So,2007-02-02
Drama,tt0465551,en,Notes on a Scandal,2006-12-25
Romance,tt0465551,en,Notes on a Scandal,2006-12-25
Adventure,tt0447249,et,Leiutajateküla Lotte,2006-08-25
Animation,tt0447249,et,Leiutajateküla Lotte,2006-08-25
Comedy,tt0447249,et,Leiutajateküla Lotte,2006-08-25
Family,tt0447249,et,Leiutajateküla Lotte,2006-08-25
Comedy,tt0420223,en,Stranger Than Fiction,2006-09-09
Drama,tt0420223,en,Stranger Than Fiction,2006-09-09
Fantasy,tt0420223,en,Stranger Than Fiction,2006-09-09
Romance,tt0420223,en,Stranger Than Fiction,2006-09-09
Comedy,tt0449080,de,Die Aufschneider,2007-02-08
Comedy,tt0811159,de,Die Wilden Kerle 4,2007-02-01
Family,tt0811159,de,Die Wilden Kerle 4,2007-02-01
Adventure,tt0811159,de,Die Wilden Kerle 4,2007-02-01
Adventure,tt0398808,en,Bridge to Terabithia,2007-02-15
Drama,tt0398808,en,Bridge to Terabithia,2007-02-15
Family,tt0398808,en,Bridge to Terabithia,2007-02-15
Action,tt0421073,en,Street Kings,2008-04-10
Crime,tt0421073,en,Street Kings,2008-04-10
Drama,tt0421073,en,Street Kings,2008-04-10
Thriller,tt0421073,en,Street Kings,2008-04-10
Animation,tt0396555,en,Meet the Robinsons,2007-03-23
Comedy,tt0396555,en,Meet the Robinsons,2007-03-23
Family,tt0396555,en,Meet the Robinsons,2007-03-23
Family,tt0453451,en,Mr. Bean's Holiday,2007-03-22
Comedy,tt0453451,en,Mr. Bean's Holiday,2007-03-22
Comedy,tt0446009,de,Neues vom Wixxer,2007-03-10
Crime,tt0446009,de,Neues vom Wixxer,2007-03-10
Action,tt0416449,en,300,2007-03-07
Adventure,tt0416449,en,300,2007-03-07
War,tt0416449,en,300,2007-03-07
Drama,tt0448134,en,Sunshine,2007-04-05
Science Fiction,tt0448134,en,Sunshine,2007-04-05
Thriller,tt0448134,en,Sunshine,2007-04-05
Adventure,tt0453556,en,TMNT,2007-03-23
Animation,tt0453556,en,TMNT,2007-03-23
Comedy,tt0453556,en,TMNT,2007-03-23
Family,tt0453556,en,TMNT,2007-03-23
Drama,tt0155722,de,Ein Lied von Liebe und Tod - Gloomy Sunday,1999-10-21
Romance,tt0155722,de,Ein Lied von Liebe und Tod - Gloomy Sunday,1999-10-21
Drama,tt0309987,en,The Dreamers,2003-09-01
Romance,tt0309987,en,The Dreamers,2003-09-01
Drama,tt0397619,ko,사마리아,2004-03-05
Drama,tt0423866,ko,빈집,2004-10-15
Romance,tt0423866,ko,빈집,2004-10-15
Crime,tt0423866,ko,빈집,2004-10-15
Comedy,tt0118689,en,Bean,1997-07-03
Family,tt0118689,en,Bean,1997-07-03
Adventure,tt0118689,en,Bean,1997-07-03
Documentary,tt0275309,en,Dogtown and Z-Boys,2001-01-18
Comedy,tt0120868,es,"Torrente, el brazo tonto de la ley",1998-03-13
Crime,tt0120868,es,"Torrente, el brazo tonto de la ley",1998-03-13
Comedy,tt0257231,es,Torrente 2: Misión en Marbella,2001-03-30
Crime,tt0257231,es,Torrente 2: Misión en Marbella,2001-03-30
Comedy,tt0444505,es,Torrente 3: El protector,2005-09-30
Crime,tt0444505,es,Torrente 3: El protector,2005-09-30
Drama,tt0461694,de,Vier Minuten,2006-06-23
Music,tt0461694,de,Vier Minuten,2006-06-23
Documentary,tt0103882,en,A Brief History of Time,1991-10-01
Thriller,tt0144084,en,American Psycho,2000-04-13
Drama,tt0144084,en,American Psycho,2000-04-13
Crime,tt0144084,en,American Psycho,2000-04-13
Drama,tt0120679,en,Frida,2002-08-29
Romance,tt0120679,en,Frida,2002-08-29
Animation,tt0079802,en,The Return of the King,1980-05-11
Fantasy,tt0079802,en,The Return of the King,1980-05-11
Adventure,tt0079802,en,The Return of the King,1980-05-11
Family,tt0077687,en,The Hobbit,1977-11-27
Fantasy,tt0077687,en,The Hobbit,1977-11-27
Animation,tt0077687,en,The Hobbit,1977-11-27
Adventure,tt0077687,en,The Hobbit,1977-11-27
TV Movie,tt0077687,en,The Hobbit,1977-11-27
Drama,tt0120699,en,The Hi-Lo Country,1998-12-30
Romance,tt0120699,en,The Hi-Lo Country,1998-12-30
Western,tt0120699,en,The Hi-Lo Country,1998-12-30
Drama,tt0254455,es,Lucía y el sexo,2001-08-24
Romance,tt0254455,es,Lucía y el sexo,2001-08-24
Drama,tt0285742,en,Monster's Ball,2001-06-07
Romance,tt0285742,en,Monster's Ball,2001-06-07
Drama,tt0075148,en,Rocky,1976-11-21
Romance,tt0075148,en,Rocky,1976-11-21
Drama,tt0079817,en,Rocky II,1979-06-15
Action,tt0083944,en,First Blood,1982-10-22
Adventure,tt0083944,en,First Blood,1982-10-22
Thriller,tt0083944,en,First Blood,1982-10-22
War,tt0083944,en,First Blood,1982-10-22
Action,tt0089880,en,Rambo: First Blood Part II,1985-05-21
Adventure,tt0089880,en,Rambo: First Blood Part II,1985-05-21
Thriller,tt0089880,en,Rambo: First Blood Part II,1985-05-21
War,tt0089880,en,Rambo: First Blood Part II,1985-05-21
Action,tt0095956,en,Rambo III,1988-05-24
Adventure,tt0095956,en,Rambo III,1988-05-24
Thriller,tt0095956,en,Rambo III,1988-05-24
War,tt0095956,en,Rambo III,1988-05-24
Drama,tt0084602,en,Rocky III,1982-05-28
Drama,tt0450259,en,Blood Diamond,2006-12-07
Thriller,tt0450259,en,Blood Diamond,2006-12-07
Action,tt0450259,en,Blood Diamond,2006-12-07
Drama,tt0251052,en,The Discovery of Heaven,2001-10-01
Fantasy,tt0251052,en,The Discovery of Heaven,2001-10-01
Drama,tt0089927,en,Rocky IV,1985-11-21
Drama,tt0100507,en,Rocky V,1990-11-16
Crime,tt0313670,en,Sweet Sixteen,2002-09-07
Drama,tt0313670,en,Sweet Sixteen,2002-09-07
Comedy,tt0051745,en,Houseboat,1958-11-19
Drama,tt0051745,en,Houseboat,1958-11-19
Family,tt0051745,en,Houseboat,1958-11-19
Romance,tt0051745,en,Houseboat,1958-11-19
Romance,tt0367027,en,Shortbus,2006-10-04
Drama,tt0367027,en,Shortbus,2006-10-04
Comedy,tt0367027,en,Shortbus,2006-10-04
Crime,tt0458242,fi,Laitakaupungin valot,2006-02-03
Drama,tt0458242,fi,Laitakaupungin valot,2006-02-03
Crime,tt0097438,en,Gleaming the Cube,1989-01-13
Thriller,tt0097438,en,Gleaming the Cube,1989-01-13
Action,tt0097438,en,Gleaming the Cube,1989-01-13
Drama,tt0414993,en,The Fountain,2006-11-22
Adventure,tt0414993,en,The Fountain,2006-11-22
Science Fiction,tt0414993,en,The Fountain,2006-11-22
Romance,tt0414993,en,The Fountain,2006-11-22
Comedy,tt0415978,en,Me and You and Everyone We Know,2005-06-17
Drama,tt0415978,en,Me and You and Everyone We Know,2005-06-17
Action,tt0169173,fr,C'était un rendez-vous,1976-01-01
Romance,tt0169173,fr,C'était un rendez-vous,1976-01-01
Drama,tt0094075,en,Superstar: The Karen Carpenter Story,1988-04-30
Music,tt0094075,en,Superstar: The Karen Carpenter Story,1988-04-30
Animation,tt0094075,en,Superstar: The Karen Carpenter Story,1988-04-30
Documentary,tt0094300,en,Der Lauf der Dinge,1987-01-01
Romance,tt0120780,en,Out of Sight,1998-06-26
Comedy,tt0120780,en,Out of Sight,1998-06-26
Crime,tt0120780,en,Out of Sight,1998-06-26
Drama,tt0245574,es,Y tu mamá también,2001-06-08
Romance,tt0245574,es,Y tu mamá también,2001-06-08
Documentary,tt0388789,en,Born Into Brothels: Calcutta's Red Light Kids,2004-12-08
Drama,tt0432325,mn,Шар нохойн там,2005-07-27
Drama,tt0086022,ru,Ностальгия,1983-05-01
Romance,tt0086022,ru,Ностальгия,1983-05-01
Drama,tt0072443,ru,Зеркало,1975-03-07
History,tt0072443,ru,Зеркало,1975-03-07
Documentary,tt0985019,en,Wege Gottes,2007-01-01
Science Fiction,tt0079944,ru,Сталкер,1979-05-25
Drama,tt0079944,ru,Сталкер,1979-05-25
Drama,tt0454921,en,The Pursuit of Happyness,2006-12-14
Western,tt0060355,en,Duel at Diablo,1966-06-15
Drama,tt0380366,en,Ae Fond Kiss...,2004-02-13
Drama,tt0015881,en,Greed,1924-12-04
Crime,tt0015881,en,Greed,1924-12-04
Comedy,tt0101587,en,City Slickers,1991-06-07
Western,tt0101587,en,City Slickers,1991-06-07
Music,tt0450188,fr,La Môme,2007-02-14
Drama,tt0450188,fr,La Môme,2007-02-14
